"docsName","ClassName","None","slf4j-api-1.6.1.jar","walker.jar","jsr311-api-1.1.1.jar","wink-common-1.2.1-incubating.jar","commons-math3-3.0.jar","selenium-server-standalone-2.41.0.jar","wink-client-1.2.1-incubating.jar","xmlbeans-2.4.0.jar","poi-3.7-20101029-mod.jar","poi-ooxml-3.7-20101029.jar","servlet-api.jar","jsch-0.1.51.jar","commons-io-2.1.jar","commons-codec-1.7.jar","wink-1.2.1-incubating.jar","db2jcc.jar","tomcat-dbcp.jar","commons-httpclient-3.1.jar","solr-solrj-4.4.0.jar","solr-core-4.4.0.jar","lucene-core-4.4.0.jar","carrot2-mini-3.6.2.jar","guava-14.0.1.jar","commons-lang-2.6.jar","lucene-analyzers-common-4.4.0.jar","org.eclipse.jdt.core_3.9.1.v20130905-0837.jar","mail.jar","json-simple-1.1.1.jar"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/resources/AccountsAdminResource.java","AccountsAdminResource.java","0.0","0.0","0.0","1.0397207708399179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16447036378528898","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/resources/ChartsResource.java","ChartsResource.java","0.0","0.0","0.0","0.9530773732699247","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/resources/AbstractAccountsResource.java","AbstractAccountsResource.java","0.0","0.0","0.0","0.5671204204581369","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.20932591754491328","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/resources/AttachmentsAdminResource.java","AttachmentsAdminResource.java","0.0","0.0","0.0","0.8755543333388781","0.4074948432534622","0.0","0.0","0.0","0.0","0.0","0.0","0.12118868910494977","0.0","0.19671945359386148","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/resources/TaskResource.java","TaskResource.java","0.0","0.0","0.0","1.0397207708399179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/resources/MetaDataResource.java","MetaDataResource.java","0.0","0.0","0.0","0.8086717106532695","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/queries/SelectSavedChartsForAccountQuery.java","SelectSavedChartsForAccountQuery.java","0.6931471805599453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/queries/SelectSavedChartByIdQuery.java","SelectSavedChartByIdQuery.java","0.6931471805599453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/queries/InsertIntoChartsQuery.java","InsertIntoChartsQuery.java","0.6931471805599453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"/Users/shreya/git/digdeep/digdeep-web-common/src/com/ibm/research/digdeep/web/queries/DeleteSavedChartByIdQuery.java","DeleteSavedChartByIdQuery.java","0.6931471805599453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
